-0.294234,-0.454566,0.048417
-0.290484,-0.454153,0.052227
-0.303609,-0.450583,0.036034
-0.299859,-0.449758,0.043647
-0.296109,-0.448940,0.051260
-0.292359,-0.448528,0.055070
-0.288609,-0.448220,0.057920
-0.284859,-0.447913,0.060777
-0.281108,-0.447605,0.063635
-0.277358,-0.447200,0.067438
-0.273608,-0.446788,0.071240
-0.269858,-0.446480,0.074098
-0.266108,-0.446278,0.076003
-0.262357,-0.445963,0.078861
-0.258607,-0.445760,0.080758
-0.254857,-0.445655,0.081711
-0.251107,-0.445655,0.081711
-0.247357,-0.445655,0.081711
-0.243607,-0.445558,0.082664
-0.239856,-0.445558,0.082664
-0.236106,-0.445558,0.082664
-0.232356,-0.445453,0.083616
-0.228606,-0.445655,0.081711
-0.224856,-0.445453,0.083616
-0.221105,-0.445558,0.082664
-0.217355,-0.445453,0.083616
-0.213605,-0.445558,0.082664
-0.209855,-0.445558,0.082664
-0.206105,-0.445760,0.080758
-0.202355,-0.445760,0.080758
-0.198604,-0.445865,0.079806
-0.194854,-0.445865,0.079806
-0.191104,-0.446578,0.073146
-0.187354,-0.446480,0.074098
-0.183604,-0.446480,0.074098
-0.179853,-0.446578,0.073146
-0.176103,-0.446578,0.073146
-0.172353,-0.446683,0.072193
-0.168603,-0.446788,0.071240
-0.164853,-0.446788,0.071240
-0.161103,-0.447298,0.066485
-0.157352,-0.447298,0.066485
-0.153602,-0.447298,0.066485
-0.149852,-0.447508,0.064580
-0.146102,-0.447605,0.063635
-0.142352,-0.447815,0.061730
-0.138601,-0.448018,0.059825
-0.134851,-0.448220,0.057920
-0.131101,-0.448325,0.056967
-0.127351,-0.448633,0.054117
-0.123601,-0.448835,0.052212
-0.119851,-0.448835,0.052212
-0.116100,-0.448835,0.052212
-0.112350,-0.448738,0.053165
-0.093599,-0.446578,0.073146
-0.063598,-0.442558,0.110287
-0.059848,-0.442168,0.113888
-0.056097,-0.441973,0.115695
-0.052347,-0.441973,0.115695
-0.029846,-0.440397,0.130096
-0.026096,-0.440202,0.131903
-0.022346,-0.440007,0.133704
-0.018596,-0.439910,0.134604
-0.014845,-0.439812,0.135504
-0.011095,-0.439910,0.134604
0.007656,-0.440105,0.132803
0.011406,-0.440397,0.130096
0.015156,-0.440105,0.132803
0.018906,-0.440495,0.129196
0.026407,-0.440495,0.129196
0.030157,-0.440787,0.126496
0.045157,-0.441478,0.120195
0.048908,-0.441575,0.119295
0.056408,-0.441973,0.115695
0.063908,-0.442168,0.113888
0.071409,-0.442558,0.110287
0.075159,-0.443053,0.105787
0.078909,-0.442655,0.109387
0.082659,-0.442948,0.106687
0.090160,-0.443248,0.103987
0.097660,-0.443735,0.099487
0.101410,-0.443443,0.102187
