-0.017856,-0.483406,0.124592
-0.012824,-0.482533,0.125291
-0.008306,-0.481792,0.125269
-0.005847,-0.481576,0.122363
-0.001329,-0.480836,0.122340
0.001645,-0.480488,0.120155
0.005648,-0.479878,0.119412
0.009137,-0.479400,0.117947
0.012625,-0.478921,0.116483
0.016114,-0.478443,0.115019
0.019088,-0.478095,0.112833
0.023091,-0.477485,0.112090
0.027094,-0.476876,0.111347
-0.070860,-0.486113,0.136916
-0.063769,-0.484718,0.140499
-0.059251,-0.483978,0.140477
-0.055248,-0.483369,0.139734
-0.050731,-0.482629,0.139711
-0.046213,-0.481889,0.139689
-0.041695,-0.481148,0.139668
-0.037692,-0.480540,0.138924
-0.034203,-0.480061,0.137460
-0.030200,-0.479453,0.136716
-0.026197,-0.478843,0.135973
-0.022708,-0.478365,0.134509
-0.019219,-0.477888,0.133045
-0.015731,-0.477409,0.131580
-0.011728,-0.476800,0.130837
-0.008239,-0.476322,0.129373
-0.004750,-0.475844,0.127908
-0.001262,-0.475366,0.126444
0.002227,-0.474887,0.124980
0.006230,-0.474279,0.124236
0.009719,-0.473800,0.122772
0.012692,-0.473453,0.120587
0.016696,-0.472845,0.119844
0.020184,-0.472366,0.118379
0.024187,-0.471757,0.117636
0.027676,-0.471279,0.116171
0.031164,-0.470801,0.114707
0.035168,-0.470192,0.113964
0.038657,-0.469714,0.112500
0.042145,-0.469236,0.111035
0.046148,-0.468626,0.110292
0.049637,-0.468149,0.108827
0.053640,-0.467539,0.108084
0.057128,-0.467061,0.106620
0.060617,-0.466583,0.105156
0.064620,-0.465974,0.104412
0.068109,-0.465496,0.102948
0.071597,-0.465018,0.101484
0.075086,-0.464540,0.100019
0.078575,-0.464062,0.098555
0.082578,-0.463453,0.097812
0.086066,-0.462975,0.096347
0.089040,-0.462627,0.094162
0.093558,-0.461888,0.094140
0.096532,-0.461540,0.091954
-0.084349,-0.482848,0.141086
-0.079316,-0.481978,0.141785
-0.073254,-0.480848,0.143926
-0.068221,-0.479978,0.144625
-0.063703,-0.479240,0.144603
-0.058671,-0.478371,0.145301
-0.054668,-0.477762,0.144558
-0.050149,-0.477023,0.144536
-0.045632,-0.476284,0.144514
-0.042143,-0.475807,0.143050
-0.038140,-0.475199,0.142307
-0.034136,-0.474590,0.141563
-0.030648,-0.474113,0.140099
-0.026644,-0.473505,0.139356
-0.023156,-0.473027,0.137891
-0.019668,-0.472549,0.136427
-0.016179,-0.472071,0.134963
-0.012690,-0.471594,0.133498
-0.009201,-0.471116,0.132034
-0.006227,-0.470769,0.129849
-0.002224,-0.470160,0.129105
0.000750,-0.469813,0.126920
0.004753,-0.469205,0.126176
0.008242,-0.468728,0.124712
0.011730,-0.468250,0.123248
0.015219,-0.467772,0.121784
0.018708,-0.467294,0.120319
0.022711,-0.466686,0.119576
0.026200,-0.466209,0.118111
0.029688,-0.465730,0.116647
